line,recipe id,hits,title,story,ingredients,steps
1,1174152,1,[69885],[],"[72050, 69386, 69827, 72147, 76046, 71626, 69662, 72678, 71309, 74228, 69727, 69396]","[69727, 69234, 73872, 69386, 72050, 69232, 71309, 73872, 74228, 69396, 69234, 69727, 71309, 73872, 71817, 69225, 74228, 71817, 73872]"
1,1530259,1,"[70040, 74705, 69396]",[],"[71598, 69515, 75926, 74705, 73770, 74228, 69386, 69402]",[70040]
1,1715882,1,"[69727, 69530]",[],"[69727, 69396, 70330, 69265, 69827, 69765, 70963, 74877, 69207, 69260, 69348, 72174, 74228, 69386, 73703, 69343]","[69234, 69265, 69827, 69765, 70963, 69234, 69232, 69207, 71817, 69260, 69348, 70179, 88510, 72174, 74228, 69386, 70577, 69348, 72174, 69234, 69207, 73703, 69343, 69228]"
1,1792952,1,"[71952, 74392]",[71952],"[69334, 73557, 69402, 73557, 69274, 74392, 75978, 69207, 69534, 69765, 69827, 69386]","[70577, 70624, 75978, 73872, 69274, 69654, 69207, 69534, 69765, 69827, 73872, 69386, 69654, 73872, 69654, 70624, 73872, 74640, 73872]"
1,1792813,1,"[69394, 69396]","[88229, 69323, 75143, 73872, 72352]","[69265, 71370, 69765, 75143, 71626, 90197, 71598, 69609, 69584, 69371]","[70577, 69328, 70115, 69396, 74325, 69225, 69584, 69396, 73872, 90228, 72590]"
1,1792675,1,"[75501, 74513]",[],"[69493, 70020, 75501, 72667, 93777, 69584, 69765, 70808]","[75966, 75501, 75501, 72667, 73872, 93777, 69493, 69765, 70808, 73872, 74478, 71309, 74513, 69584, 72590, 69439]"
1,1792399,1,"[90204, 69248, 73956, 69473]","[88229, 90204, 69248, 69472, 69228, 73921, 88229, 73872, 69228, 72838]","[74228, 69260, 71969, 73267, 74668]","[74228, 69260, 74228, 74668, 71969, 73872, 73267, 69472, 69715, 72232, 73872, 69715, 72232, 69473, 72232, 73872, 69715, 69473, 90204, 69248, 88229, 73872, 73872, 69715]"
1,1792224,1,"[90204, 69248, 73956, 69473]","[88229, 90204, 69248, 69472, 69228, 73921, 88229, 73872, 69228, 72838]","[74228, 69260, 71969, 73267, 74668]","[74228, 69260, 74228, 74668, 71969, 73872, 73267, 69472, 69715, 72232, 73872, 69715, 72232, 69473, 72232, 73872, 69715, 69473, 90204, 69248, 88229, 73872, 69715]"
1,1790827,1,[69734],[76364],"[69734, 69343, 70751, 70481, 69576, 71268, 76603, 69283, 69737, 69207, 73872, 74496, 74122]","[69343, 69734, 86199, 70751, 69535, 73872, 70481, 69576, 71268, 76591, 73872, 73872, 73381, 69228, 73872]"
1,1790188,1,[69229],"[69229, 73872, 89994, 69231, 69229, 69229, 74910, 73872, 69911, 73872, 75396, 69835, 69997, 90228]","[69493, 69231, 69510, 69997, 69765, 71309]","[71309, 69229, 69715, 69493, 69231, 69510, 69765, 70073, 69997, 69229, 69229, 70073, 69715, 69610]"
1,1792289,1,"[74799, 74799, 71950, 71264]","[88229, 75396, 71950, 88510, 70578, 75396]","[72312, 69495, 93777, 69737, 69765, 69584, 73827, 70859, 73919, 74122]","[70198, 69609, 69495, 93777, 73872, 69225, 69584, 72514, 73827, 70859, 93777, 73872, 69495, 73872, 75130, 69765, 73872, 71578, 72312, 73872, 75764, 73872, 73872, 73872, 72312, 73872, 72590]"
1,1789824,1,[],"[69534, 70052, 73872, 70673]","[69409, 69409, 70057, 69265, 71309, 69410, 69260, 69566, 69584, 71415, 72174, 70673, 69260, 86098, 75396, 71415, 71130, 74228]","[69228, 70057, 69265, 73872, 71309, 72514, 73872, 69225, 72514, 69225, 73872, 73872, 72514, 70057, 69225, 73872, 72589, 69715, 73872, 70057, 73872, 70073, 70577, 71054, 71415, 69584, 73872, 69260, 70042, 72174, 73872, 70577, 70057, 69715, 69856, 70673, 72102, 71415, 73267, 70673, 69410, 73872, 70673, 69409, 76087, 72589, 71309, 76087, 69228, 71965, 69409, 71309, 70057, 69715, 69409, 73872, 73872, 69715, 69715, 73872, 73515]"
1,1789901,1,"[69817, 69737, 69623, 69817]",[],"[69817, 69817, 69737, 88229, 69577, 69343, 73703, 75810, 71640, 73446, 72174]","[69228, 70198, 73872, 73381, 69817, 69225, 69584, 73872, 75130, 69817, 69584, 72589, 69584, 69817, 69584, 69817, 75847, 69817, 69715, 73446, 69737, 69343, 69228, 69226, 72174, 73872]"
1,1789827,1,[73344],"[73344, 74577, 73872]","[70020, 70061, 69265, 75190, 69765, 70180, 71415]","[70020, 70061, 69265, 75190, 73872, 69765, 69609, 70180, 71415, 74478, 75741, 91308, 73657, 69228, 69228, 73344, 73344]"
1,1789840,1,"[69976, 72648, 69241, 69348]","[73515, 69315]","[70238, 69976, 70115, 69654, 69386, 69827, 69482, 71640, 72301, 72563, 73665, 70618, 69343, 69390, 74228, 93779, 70313, 69497]","[69654, 69715, 69386, 69827, 73872, 69482, 73665, 69716, 69715, 74228, 73872, 70618, 69343, 69348, 72301, 73872, 72563, 73872, 69225, 71470, 69497, 69671, 70238, 69976, 70115, 69429, 73872, 69497, 69343, 73872, 73446, 69497, 73872, 70238]"
1,1789781,1,[73707],"[74987, 69736, 73707, 73707]","[69727, 90198, 69614, 70283, 69604, 69515, 69575, 69896, 69343, 71933, 70465, 69446, 70115, 74924]","[73583, 73872, 70577, 70577, 71933, 73872, 69609, 73381, 73381, 70577, 73872, 75589, 69343, 70577, 73872, 70577, 74325, 69232, 69446, 70115, 73872, 90198, 69614, 69226, 69232, 73872, 70179, 69232, 91308, 69226, 88510, 73872, 88510, 69226, 70577, 73515, 74924, 91308, 69226, 73872, 69232, 73872, 69226, 75396, 69232, 69226, 91308, 69226, 73872, 69389, 69343, 69226, 73872, 73872, 73707]"
1,1789707,1,"[69555, 69330, 69249]",[],"[69331, 69386, 69986, 71434, 69865, 69555, 74010, 70859, 69765, 73872, 90197, 73665]","[90204, 69248, 69330, 69386, 73872, 71434, 70264, 69249]"
1,351439,1,"[69765, 69229]","[69229, 69229, 73381, 72431, 73381, 75847, 73872, 74060, 73872, 74910, 70578, 73872, 73872, 69519, 69229, 69228]","[69495, 69403, 69265, 69765, 71309, 71415, 71309, 74670, 69765, 71684, 70180, 70237]","[72847, 73872, 70198, 69495, 73381, 69671, 69495, 70577, 69403, 69265, 73872, 69765, 73872, 71309, 70577, 76591, 73872, 70040, 71309, 69225, 70040, 69529, 69248, 70577, 73872, 75741, 73872, 69437, 72431, 73872, 88229, 73872, 70577, 71415, 71309, 74670, 69765, 73872, 70180, 69584, 69495, 70183, 69495, 73381, 73872, 71415, 71309, 70020, 74478, 73872, 69997, 70020, 69715, 69715, 69229, 69715, 69929, 76591, 69229, 71309, 69228, 69226, 69654, 69229, 69534, 69229, 69229, 69680, 69333, 73872, 73872, 73872]"
1,1386605,1,"[70330, 70879, 69412, 69515, 72381]","[88229, 88229, 70879, 73872, 69371, 89951, 69515, 69412, 69396, 88229, 73002, 73872, 69297, 69396, 72999, 69633, 69633, 69207, 70429, 73872, 90198, 72667, 73872, 69334, 69243, 69884, 69633, 90198, 70067, 73872, 72147, 69633, 73872, 69386, 73872, 75396, 93777, 69680, 69986, 72564, 72563]","[70330, 70879, 91300, 69386, 75396, 93777, 69371, 72381, 69986, 72563, 69412, 72008, 69207, 69609, 91308, 70578, 70254, 74856, 69515, 72352, 73872, 74302, 74303, 69703, 74856, 71723, 70429, 90198, 72667, 69633, 69662, 90198, 70067, 72147]","[69386, 72050, 69715, 69334, 73872, 72352, 73872, 70940, 70940, 69328, 69680, 69827, 72352, 70859, 71309, 72352, 73872, 71817, 69328, 74303, 73872, 74302, 74325, 69225, 75337, 69703, 73872, 71723, 74303, 73872, 74302, 69207, 71803, 71470, 69633, 73872, 71803, 69633, 93777, 73872, 69515, 72352, 69371, 72381, 69207, 71817, 73872, 69225, 70879, 74640, 69207, 69412, 69207, 73872, 70879]"
1,1386622,1,"[69446, 70313]","[88229, 74332, 91300, 74585, 73872, 69343, 71764, 69446, 93779, 70313, 70313]","[69606, 71309, 93779, 70313, 69386, 69827, 72000, 69737, 69446, 70115, 86088, 72564, 70801, 74856, 69862, 69243, 73872]","[71817, 69386, 72050, 70313, 69386, 69827, 73872, 70313, 73872, 70115, 73872, 71803, 73872, 69225, 71817, 70313, 69862, 69243, 72563, 73872, 70801, 69225, 70801, 70801, 70056, 73872, 70073, 73703, 69343, 72174, 71933, 69575, 69604, 70283, 73703, 69986, 73703, 70465, 73703, 69555]"
1,1781415,1,"[69592, 73872, 71461]","[89913, 69623, 70387]","[69592, 71461, 73872, 71684]","[69608, 73632, 69715, 69680, 71461, 73872]"
1,1782230,1,"[69228, 69260, 93777, 73872, 69664]","[69231, 70578, 88510]","[69260, 93777, 72033, 73446, 73381, 69664, 72050, 69765, 90197]","[69228, 69715, 72050, 69664, 69715, 93777, 69664, 69534, 69765, 73872, 90197, 69260, 93777, 69228]"
1,1789052,1,"[69884, 69396, 74064]","[69272, 73872, 69617, 69394, 69534]","[71598, 74064, 69386, 69495, 69986, 69662, 69765, 75143, 69584, 71415]","[69386, 73872, 69396, 72783, 69584, 69225, 69386, 69396, 73872, 69225, 69986, 73872, 69495, 69662, 69765, 90197, 73872, 71415, 69884, 69396, 73872, 69584, 69225, 72589, 75130, 74064, 69816, 69267, 69737, 69207, 89913]"
1,1788709,1,[91315],"[74709, 73872, 89994, 91315, 69608, 69316, 75396, 69384, 69343, 73872, 70465]","[69334, 69260, 69265, 71933, 70503, 73446, 76603, 70118, 72714]","[69265, 73872, 69260, 70577, 75130, 69715, 69225, 73381, 71933, 76591, 69610, 70118, 76591, 70405, 69334, 70118, 69260, 70503, 73872, 69334, 73872, 69608, 69334, 70118, 73872, 76591, 69609, 75396]"
1,1789314,1,"[69311, 69817, 70620, 69587, 69207]","[69241, 69817, 73872, 69817, 73872, 69587, 69394, 69587, 69207, 69817, 73872, 76418, 75396, 69232, 90198, 75047, 69619, 73872, 69207, 69497, 88510]","[69817, 73872, 76418, 69232, 69619, 69584, 70620, 69604, 69207, 69827, 72667, 69587, 69586, 71002, 69265, 72386, 75396, 71309, 69737, 69243, 69207, 88515, 70020]","[69609, 69817, 69207, 69207, 70620, 71309, 69225, 69584, 69715, 73872, 69817, 69225, 73872, 69817, 73872, 76418, 88878, 69584, 69311, 69817, 73872, 69207, 69328, 70620, 69248, 73872, 69328, 69604, 73872, 75396, 70620, 69207, 73872, 69604, 73872]"
1,1789024,1,"[70865, 88516, 69249]","[73872, 73872, 88229, 73872, 73872, 88516, 69722, 69231, 73872, 88516, 69249, 73872, 72008, 88516, 71415, 73872, 86478, 88516, 72008, 73872, 88516, 69508, 88516, 69266, 73872]","[88516, 73872, 69386, 69609, 69827, 69654, 71415, 70865, 73919, 74122]","[71803, 88516, 71309, 75396, 73872, 70859, 71309, 88516, 88516, 73872, 69715, 73872, 69654, 69386, 73872, 69827, 69386, 88516, 73872, 90197, 73872, 69765, 75396, 71415, 70865, 70864, 74122, 73919]"
1,1788779,1,"[70384, 69394, 69523, 75130]",[],"[69523, 71640, 69386, 69575, 71640, 70808, 93777, 69765, 72667, 69827, 69337, 69884, 73919, 69827, 73872, 72783, 90197, 69402]","[69523, 69765, 73872, 71804, 71804, 75396, 69247, 73872, 69715, 69584, 75130, 69386, 73872, 73872, 69884, 69884, 72667, 69827, 73872, 73872, 75130, 69671, 69827, 73872, 73872, 75130, 71640, 69575, 73872, 69584, 70073, 69523, 69715, 73872, 69584, 70073, 70029, 69680, 69386, 73872, 69523, 69247, 73872, 73919, 73872, 72589, 69334, 73872]"
1,1776191,1,"[69213, 70614, 69334, 73872, 74709, 74709]","[70614, 75130, 73872, 73515, 70578, 70614, 69334, 73872, 74709]","[70614, 70614, 86199, 70398, 86199, 91426, 69679, 70121, 69213, 69324, 69606, 70338, 69334]","[69609, 91426, 73872, 86199, 70398, 70338, 69715, 73872, 75130, 70614, 75130, 73872, 70398, 73872, 91426, 69534, 70121, 73872, 69679, 69334, 70614, 75130, 73872, 74122, 69679, 74709, 69608, 74709, 72714, 86199, 72714, 73872, 74709, 73872, 74709]"
1,1788954,1,"[69428, 69396, 69835, 73810]",[],"[71224, 70020, 71309, 72050, 71669, 69765, 69265, 90204, 69997, 69835, 70056, 90228, 69386, 69609, 90228, 69575, 69609, 90228, 69396, 71309, 69765, 73872, 75417, 69396, 69207, 69836, 69343, 75396, 70056]","[70577, 71309, 73440, 69265, 73872, 73440, 74606, 73872, 69462, 71317, 73872, 72874, 72050, 71669, 73872, 73440, 69765, 73872, 74478, 69608, 69462, 70179, 72050, 73872, 73872, 75396, 71751, 72401, 69608, 69608, 74478, 73872, 69608, 73657, 73872, 75396, 75741, 69673, 70405, 72050, 73872, 70405, 69836, 69577, 69343, 69577, 73872, 69343, 70056, 69482, 69232, 90198, 69386, 72563, 69228, 69226, 89913, 69835]"
1,1788934,1,[74423],[],"[71415, 69765, 70180, 70020, 71317, 69997]","[69328, 71415, 73872, 69997, 69765, 73872, 73872, 70020, 70180, 74478, 73872, 74478, 73872, 74478, 72913, 69654, 69228, 69225, 69228]"
1,1757669,1,"[69708, 75976]","[69427, 69267, 69213]","[69708, 71351, 69708, 71309]","[91308, 69708, 73872, 69609, 73872, 69708, 73872, 69610, 69708, 73872, 71351, 71309, 69248, 73872, 69225, 73872, 73872, 71351, 69708]"
1,1788622,1,"[69396, 69348, 69249]","[73317, 69188, 73810, 70014]","[69396, 69304, 73872, 75950, 86478, 71434, 69609, 69986, 69609, 69386, 69609, 73446, 71309, 73665, 69249, 73665, 70116, 69248, 69986, 71434, 69386, 71791, 69302, 69396, 69260, 69348, 69765, 73872, 90197]","[70116, 70116, 69248, 69396, 71434, 69986, 69386, 73446, 73872, 69606, 71309, 71803, 69225, 71817, 73872, 71817, 69396, 69248, 70182, 73872, 70817, 69606, 71309, 70116, 69248, 70116, 69248, 70116, 69986, 73872, 71434, 69386, 69765, 73872, 71791, 71803, 73872, 71817, 71817, 69348, 73872, 69396, 71803, 73872, 71803, 69348, 70115]"
